horizontala, im. ž.  fiz. pravac koji je usporedan sa Zemljinom površinom; ant. vertikala
horizontalan, prid.  v. vodoravan
hormon," im. m.  biol., med. tvar važna za reguliranje fizioloških promjena u tijelu koju luče žlijezde s unutrašnjim izlučivanjem [~ rasta; spolni hormoni] ◇ sintetizirani hormoni hormoni dobiveni kemijskom sintezom namijenjeni terapijskomu liječenju"
hormonalni, prid.  v. hormonski
hormonski, prid.  koji se odnosi na hormone [~ poremećaj]; sin. (hormonalni)
horoskop, im. m.  1. karta položaja planeta i znakova zodijaka u trenutku čijega rođenja 2. predviđanje budućih događaja prema položaju nebeskih tijela [godišnji ~]
horoskopski, prid.  koji se odnosi na horoskop [~ znakovi]
hortikultura," im. ž.  uzgoj ukrasnih biljaka za uređenje vrtova, parkova i dr."
hostija, im. ž.  rel. tanak okrugao kolutić beskvasnoga kruha pripravljen za slavljenje katoličke euharistije
hotel, im. m.  ugostiteljski objekt za privremeni dnevni i noćni boravak gostiju [~ s pet zvjezdica]
hotelijer, im. m.  1. osoba koja upravlja hotelom 2. vlasnik hotela
hotelijerka, im. ž.  1. žena koja upravlja hotelom 2. vlasnica hotela
hotelijerski, prid.  koji se odnosi na hotelijere i hotelijerstvo
hotelijerstvo," im. s.  1. ukupno znanje i struka koja proučava vođenje hotela [studirati ~] 2. gospodarska djelatnost, dio turističke ponude pružanja usluge smještaja, prehrane i zabave u hotelima"
hotelski, prid.  koji se odnosi na hotele [hotelske sobe; ~ gosti]
hotimice," pril. vlastitom voljom i s namjerom [~ izazvati nesporazum; ~ udariti]; sin. hotimično, namjerno; ant. nehotice, nehotično, nenamjerno, slučajno"
hotimičan," prid.  koji je učinjen vlastitom voljom i s namjerom [~ udarac; hotimična radnja]; sin. namjeran; ant. nehotičan, nehotimičan, nenamjeran, slučajan"
hotimično," pril. vlastitom voljom i s namjerom [~ izazvati nesporazum; ~ udariti]; sin. hotimice, namjerno; ant. nehotice, nehotično, nenamjerno, slučajno"
hPa, oznaka za hektopaskal
hrabar," prid.  1. koji ne osjeća strah, koji se ničega ne boji [~ borac]; sin. neustrašiv; ant. bojažljiv, plah, plašljiv 2. koji odražava čiju sposobnost da učini ono što se drugi ne usuđuju [~ pothvat; hrabro djelo]; sin.  odvažan, smion, smjel"
hrabriti," gl. nesvrš. prijel.  poticati koga da što učini, da bude hrabar [~ učenike prije ispita]; sin. (bodriti), ohrabrivati, sokoliti poet.; ant. obeshrabrivati"
hrabro," pril.  na način koji odražava čiju hrabrost [~ pogledati]; sin. neustrašivo, odvažno, smiono; ant. bojažljivo, plaho, plašljivo "
hrabrost," im. ž.  1. osobina onoga koji ne osjeća strah, koji se ničega ne boji; sin. neustrašivost; ant. bojažljivost, plahost, plašljivost 2. svojstvo onoga što odražava čiju sposobnost da učini ono što se drugi ne usuđuju; sin.  odvažnost, smionost"
hram," im. m.  1. građevina posvećena božanstvu [grčki ~; Zeusov ~] 2. pren. središte koje djelatnosti [~ umjetnosti] ◇ Božji ~ građevina ili prostor u kojemu se obavlja javni religijski obred; sin. bogomolja, crkva"
hramati, gl. nesvrš. neprijel.  oslanjati se u hodu više na jednu nogu i pritom naginjati tijelo na jednu stranu; sin. šepati
hrana," im. ž.  1. sve tvari koje živi organizam, čovjek, životinja ili biljka unose u sebe da dobiju energiju i održe se na životu [biljna ~; mesna ~] 2. skup svih namirnica ili prehrambenih proizvoda namijenjenih ljudima i životinjama [brza ~; dječja ~; zdrava ~]; sin. klopa žarg. 3. pren. ono što pomaže razvoju čega, što pomaže i potiče što [Rado idem u prirodu, to mi je ~ za dušu.]"
hranarina, im. ž.  novčana naknada koja se plaća za čije prehranjivanje
hranidba," im. ž.  1. davanje hrane komu 2. uzimanje hrane; sin.  hranjenje, prehrana"
hranidbeni, prid.  koji se odnosi na hranidbu [~ lanac]
hranilište, im. s.  posebno pripremljeno mjesto za hranidbu divljači u lovištima
hranitelj, im. m.  osoba koja koga uzdržava
hraniteljica, im. ž.  žena koja koga uzdržava
hraniteljičin, prid.  koji pripada hraniteljici
hraniti," gl. nesvrš. prijel.  1. davati komu hranu [~ dijete; ~ stoku] 2. pren. a. davati komu sredstava za život [~ obitelj]; sin. uzdržavati b. biti izvorom hrane [More nas hrani ribom.] • hrániti se 〈povr.〉 uzimati hranu [dobro se ~; ~ se kod kuće]; sin. jesti, klopati žarg."
hranjenje," im. s.  1. davanje hrane komu; sin. hranidba, prehrana 2. uzimanje hrane; sin. hranidba, prehrana 3. pren. davanje komu sredstava za život; sin. uzdržavanje"
hranjiv, prid.  koji je bogat vrijednim i zdravim sastojcima [hranjiva namirnica]
hranjivost, im. ž.  svojstvo onoga što je hranjivo
hrapav," prid.  1. koji ima udubine, neravnine i ispupčenja [hrapava koža; hrapava površina]; sin. grub; ant. gladak 2. pren. koji nije čist ili zvonak [~ glas]; sin. promukao"
hrapavost," im. ž.  1. svojstvo onoga što ima udubine, neravnine i ispupčenja [~ kože]; sin. grubost; ant. glatkoća 2. pren. svojstvo onoga što nije čisto ili zvonko [~ glasa]; sin. promuklost"
hrast," im. m.  bot. 1. 〈mn.〉 rod visokih listopadnih bjelogoričnih stabala iz porodice bukava, plod mu je žir 2. pripadnik istoimenoga roda; sin. dub pokr. ◇ ~ kitnjak hrast koji raste na kiselome tlu u brežuljkastim krajevima; sin. kitnjak; ~ lužnjak hrast koji raste u nizinskim močvarnim područjima na pjeskovitu i vlažnu tlu; sin. lužnjak; ~ plutnjak hrast od kojega se izrađuje pluto; sin. plutnjak"
hrastik, im. m.  hrastova šuma
hrastov, prid.  1. koji pripada hrastu [~ list; hrastova grana] 2. koji se odnosi na hrast [hrastova šuma]
hrastovina, im. ž.  hrastovo drvo kao građa
hrašće, zb. im. s.  skup hrastova
hr̀bat, im. m.  1. anat. dio leđa uz kralježnicu 2. zem. vršni dio uzvisine 3. pren. izbočeni i izduženi dio čega [~ knjige]
hrčak, im. m.  zool. glodavac zdepasta tijela i kratkoga dlakavog repa ♦ skupljati kao ~ marljivo skupljati
hr̀đa," im. ž.  crvenkast štetni sloj koji se zbog vlage i kisika stvara na površini kovinskih predmeta ◇ žitna ~ bot. stapčarka koja je uzročnik različitih gljivičnih bolesti na višim biljkama, stvara pjege nalik na hrđu po listovima pšenice"
hr̀đajući, prid.  koji hrđa; ant. nehrđajući
hr̀đanje," im. s.  stvaranje hrđe, postajanje hrđavim [~ motora]"
hr̀đati," gl. nesvrš. neprijel.  dobivati hrđu, postajati hrđavim [~ od vlage]"
hr̀đav, prid.  koji ima hrđu [hrđavi čavao; hrđava ograda; hrđavo željezo]
hren, im. m.  bot. 1. zeljasta višegodišnja biljka oštra i ljuta okusa 2. bijeli korijen istoimene biljke koji se upotrebljava kao začin
hrenovka," im. ž.  tanka kobasica od sitno mljevena, mekana mesa, obično se jede kuhana uz hren ili senf"
hrid, im. ž.  zem. 1. izdvojena stjenovita uzvisina koja strši iznad visoravni 2. istaknuta stijena iznad morske razine; sin. hridina
hridina, im. ž.  usp. hrid
hripavac," im. m.  med. zarazna dječja bolest koja se očituje grčevitim i glasnim kašljem, a prenosi kapljičnim putom; sin. veliki kašalj v. pod  kašalj"
hrkanje," im. s.  ispuštanje iz grla ili nosa neugodnoga, hrapavoga, manje ili više čujnoga zvuka u snu"
hrkati," gl. nesvrš. neprijel.  ispuštati u snu iz grla ili nosa neugodan, hrapav, manje ili više čujan zvuk"
hr̀liti, gl. nesvrš. neprijel.  1. ubrzano se krećući dospijevati kamo u velikome broju [Navijači hrle na utakmicu.; Publika hrli na koncert.] 2. radosno ili u zanosu trčati prema komu 3. pren. brzopleto ili nepromišljeno činiti što [~ u novu vezu]
hrom, prid.  koji hramlje; sin. šepav
hropac," im. m.  zvuk koji nastaje pri glasnome, teškome disanju ili izdisaju [smrtni ~]"
hroptanje," im. s.  glasno, teško disanje popraćeno hropcima"
hroptati," gl. nesvrš. neprijel.  glasno, teško disati tako da se čuje hropac"
hr̀pa," im. ž.  1. sipka tvar nagomilana na jednome mjestu ili mnogo istovrsnih predmeta nabacanih ili složenih u stožasti oblik [~ kamenja; ~ knjiga; ~ pijeska]; sin. gomila, kup¹ 2. pren. velika količina čega [~ problema; ~ stvari]; sin. brdo pren., gomila pren., kup¹ pren., masa pren., mnoštvo pren., more pren., obilje, šuma pren."
hrskati, gl. nesvrš. prijel.  jesti što lomljivo i pritom proizvoditi zvuk [~ orahe]
hrskav, prid.  koji pri lomljenju proizvodi zvuk [hrskavi krumpiri]
hrskavica, im. ž.  anat. vezivno tkivo koje s kostima tvori potporni sustav u tijelu
hrskavični," prid.  koji se odnosi na hrskavicu, koji je od hrskavice [hrskavična kost; hrskavično tkivo]"
hrskavičnjača, im. ž.  zool. 1. 〈mn.〉 skupina riba s hrskavičnim kosturom i kožom prekrivenom malim ljuskama 2. pripadnik istoimene skupine
hrt, im. m.  zool. veoma brz lovački pas vitka tijela i dugih nogu
hrušt, im. m.  zool. kornjaš duga i šiljasta zatka sa smeđim ili sivim pokriljem
hr̀vač, im. m.  čovjek koji se bavi hrvanjem
hrvačica, im. ž.  žena koja se bavi hrvanjem
hrvačičin, prid.  koji pripada hrvačici
hr̀vački, prid.  koji se odnosi na hrvače i hrvanje [~ zahvat]
hr̀vanje, im. s.  1. sp. borilački sport u kojemu dva natjecatelja nastoje bez udaranja oboriti suparnika na tlo [~ slobodnim stilom; ~ grčko-rimskim stilom] 2. pren. borba s poteškoćama
hr̀vati se, gl. nesvrš. povr.  1. natjecati se u hrvanju [~ slobodnim stilom] 2. pren. boriti se s poteškoćama [~ s neprilikama u životu]
hrvatica, im. ž.  jez. oblik arapskoga pisma koji su upotrebljavali muslimani u Bosni i Hercegovini; sin. arebica
hr̀vatski, prid.  1. koji se odnosi na Hrvate i Hrvatsku 2. 〈u im. funkciji〉 〈jd. m.〉 jez. službeni jezik u Hrvatskoj i u dijelu Bosne i Hercegovine te narodni jezik Hrvata
hrvatstvo, im. s.  1. osjećaj pripadnosti hrvatskomu narodu 2. svojstvo onoga što je hrvatsko
hrzanje, im. s.  glasanje glasom koji podsjeća na hrr-hrr
hrzati, gl. nesvrš. neprijel.  glasati se glasom koji podsjeća na hrr-hrr [Konj hrže.]
htijenje, im. s.  nastojanje onoga koji što hoće
htjeti," gl. dvov. prijel.  1. a. 〈nesvrš. neprijel.〉 pomoćni glagol koji u nenaglašenome obliku sudjeluje u tvorbi futura I. [pjevat ću; ići ću] b. 〈neprijel.〉 pomoćni glagol koji u naglašenome obliku sudjeluje u tvorbi futura I. u upitnim rečenicama [Hoćeš li doći?] c. 〈samo naglašeni oblici〉 imati želju, težiti da se što ostvari, postigne ili dobije [~ dijete; ~ novi stan]; sin. željeti d. 〈samo naglašeni oblici〉 postavljati kakav zahtjev [~ nemoguće]; sin. tražiti, zahtijevati 2. 〈svrš.〉 〈prez. 1. l. jd. htjednem, 2. l. jd. htjedneš, 3. l. jd. htjedne, 3. l. mn. htjednu〉 a. izriče predbuduće vrijeme [Kad htjedneš, dođi.; Htjedne li štogod, daj mu.; Učinit ćemo što htjednete.] b. izriče prošlo vrijeme [Ona se ne htjedne više suzdržati.] ♦ htio ne htio bez obzira na sve, na ovaj ili onaj način"
hučanje, im. s.  snažan šum [~ vode]; sin. huka
hučati, gl. nesvrš. neprijel.  v. hučiti
hučiti, gl. nesvrš. neprijel.  snažno šumjeti; sin. (hučati)
hujanje, im. s.  jak šum koji nastaje pri brzome gibanju zraka
hujati, gl. nesvrš. neprijel.  stvarati jak šum pri brzome gibanju zraka [Vjetar huji.]
huk," im. m.  1. glasanje nekih noćnih ptica [sovin ~] 2. snažno šumljenje; sin. (huka), hukanje"
huka, im. ž.  1. v. huk 2. usp. hučanje
hukanje, im. s.  usp. huk
hukati, gl. nesvrš. neprijel.  oglašavati se hukom; vidski parnjak: huknuti
huknuti, gl. svrš. neprijel.  oglasiti se hukom; vidski parnjak: hukati
huktati, gl. nesvrš. neprijel.  oglašavati se hukom; vidski parnjak: huknuti
huligan, im. m.  razg. v. izgrednik
huliganka, im. ž.  razg. v. izgrednica
huligankin, prid.  razg. v. izgredničin
huliganski, prid.  razg. v. izgrednički
huliti," gl. nesvrš. prijel.  vrijeđati, kuditi ili psovati što sveto"
hulja, im. ž.  nečasna i nepoštena osoba
hum, im. m.  v. brježuljak
humak, im. m.  zemljano uzvišenje koje nastaje kopanjem jame i vraćanjem zemlje na hrpu [grobni ~]
human," prid.  v. čovječan, ljudski"
humanist, im. m.  1. pov. zagovornik humanizma 2. osoba koja se zalaže za ljudska prava i ljudsko dostojanstvo; sin. čovjekoljubac
humanistica, im. ž.  1. pov. zagovornica humanizma 2. žena koja se zalaže za ljudska prava i ljudsko dostojanstvo
humanističin, prid.  koji pripada humanistici
humanistički, prid.  koji se odnosi na humanizam [humanističke znanosti]
humanitarni, prid.  v. dobrotvorni
humanizam, im. m.  1. pov. intelektualni i kulturni pokret u kasnome srednjem vijeku 2. svjetonazor utemeljen na poštovanju ljudske časti i dostojanstva; sin. čovjekoljublje
humanost," im. ž.  v. čovječnost, ljudskost"
humlje," zb. im. s.  zem. kraj s mnogo humova, brežuljkast kraj"
humor," im. m.  smisao i sposobnost da se uoči smiješna strana kojega događaja, postupka, situacije i sl. [imati smisla za ~; crni ~]"
humoreska, im. ž.  1. glazb. vedra i šaljiva skladba 2. knjiž. a. 〈jd.〉 prozna književna vrsta koja obuhvaća kratka djela vedra i humorna sadržaja b. književno djelo koje pripada istoimenoj vrsti
humorist," im. m.  osoba koja se izražava, piše ili crta koristeći se dosjetkom ili karikaturom, koja ističe smiješnu stranu situacije ili događaja"
humoristica," im. ž.  žena koja se izražava, piše ili crta koristeći se dosjetkom ili karikaturom, koja ističe smiješnu stranu situacije ili događaja"
humorističan," prid.  koji je prožet humorom [humoristična priča]; sin. komičan, smiješan, šaljiv"
humorističin, prid.  koji pripada humoristici
humus, im. m.  geol. gornji hranjivi sloj tla koji nastaje raspadanjem tvari biljnoga i životinjskoga podrijetla
humusni, prid.  koji se odnosi na humus [humusno tlo]
hungarizam, im. m.  jez. riječ mađarskoga podrijetla posuđena u koji drugi jezik i prilagođena njegovu jezičnom sustavu
hunta, im. ž.  pol. skupina ljudi koji vladaju zemljom koju su osvojili vojnim udarom
hunjavica, im. ž.  med. virusna bolest dišnih putova; sin. prehlada
hura," usk. izriče oduševljenje [Hura, pobijedili smo!] ◇ hip hip ~ izriče bodrenje i poticanje"
huškač, im. m.  osoba koja koga nagovara na pobunu ili sukob [ratni ~]
huškačica, im. ž.  žena koja koga nagovara na pobunu ili sukob [ratna ~]
huškačičin, prid.  koji pripada huškačici
huškački, prid.  koji se odnosi na huškače [~ govori]
huškati, gl. nesvrš. prijel.  nagovarati koga na pobunu ili sukob
hv, oznaka za hvat
hvala," im. ž.  1. 〈neskl.〉 izriče zahvalnost [Hvala!; Hvala na pomoći; Najljepša ~!] 2. zast. v. pohvala ♦ 〈i〉 to mi je ~ kakva drskost, kakva nezahvalnost"
hvalisanje," im. s.  pretjerano isticanje vlastitih osobina, sposobnosti ili zasluga; sin. hvastanje"
hvalisati se," gl. nesvrš. povr.  pretjerano isticati svoje osobine, sposobnosti ili zasluge; sin. hvastati se"
hvalisav," prid.  koji voli pretjerano isticati vlastite osobine, sposobnosti ili zasluge [~ čovjek]; sin. hvastav"
hvalisavost, im. ž.  osobina onoga koji je hvalisav; sin. hvastavost
hvaliti," gl. nesvrš. prijel.  lijepo govoriti o kojoj osobi, stvari ili pojavi ističući njezine dobre osobine, sposobnosti ili zasluge [~ učenike; ~ glazbu; pretjerano ~]; ant. kuditi • hváliti se 〈povr.〉 isticati svoje dobre osobine, sposobnosti ili zasluge"
hvalospjev," im. m.  glazb., knjiž. 1. 〈jd.〉 lirska pjesnička književna vrsta koja obuhvaća svečane pjesme kojima se slavi ili veliča koja osoba, božanstvo, priroda i sl. 2. književno djelo koje pripada istoimenoj vrsti [~ životu; ~ Suncu]"
hvaljenje," im. s.  1. lijepo govorenje o kojoj osobi, stvari ili pojavi isticanjem njezinih dobrih osobina, sposobnosti ili zasluga 2. isticanje svojih dobrih osobina, sposobnosti ili zasluga"
hvastanje," im. s.  pretjerano isticanje vlastitih osobina, sposobnosti ili zasluga; sin. hvalisanje"
hvastati se," gl. nesvrš. povr.  pretjerano isticati svoje osobine, sposobnosti ili zasluge; sin. hvalisati se"
hvastav," prid.  koji voli pretjerano isticati vlastite osobine, sposobnosti ili zasluge [~ čovjek]; sin. hvalisav"
hvat," im. m.  zast. mjerna jedinica za duljinu (hv) ◇ četvorni ~ mjerna jedinica za površinu zemljišta, 3,6 kvadratna metra (čhv); metrički/prostorni ~ iznimno dopuštena mjerna jedinica za obujam, četiri kubna metra"
hvataljka, im. ž.  naprava kojom se što hvata
hvatanje, im. s.  1. uzimanje rukama onoga što se kreće ili što je u pokretu; sin. lovljenje 2. nastojanje da se uhvati onoga tko bježi ili se skriva; sin. lovljenje 3. pren. obuzimanje ili svladavanje koga; sin. lovljenje 4. grabljenje plijena; sin. lovljenje 5. dohvaćanje čega rukom kao uporišta ili oslonca; sin. primanje
hvatati," gl. nesvrš. prijel.  1. uzimati rukama ono što se kreće ili što je u pokretu [~ loptu]; sin. loviti 2. nastojati uhvatiti onoga tko bježi ili se skriva [~ lopove; ~ zatvorenike u bijegu]; sin. loviti 3. pren. 〈3. l.〉 a. obuzimati ili svladavati koga [San me hvata.]; sin. loviti b. razg. v. obuzimati 4. grabiti plijen [~ miševe]; sin. loviti • hvȁtati se 〈povr.〉 1. pren. počinjati se ozbiljno baviti čime [~ se učenja; ~ se posla]; sin. bacati se pren., razg. v. pod  bacati, prianjati pren., prihvaćati se pren. v. pod  prihvaćati, primati se pren. v. pod  primati, pristupati pren. 2. rukom dohvaćati što kao uporište ili oslonac [~ se za stolac; ~ se za glavu]; sin. pridržavati se v. pod  pridržavati, prihvaćati se v. pod  prihvaćati, primati se v. pod  primati"
hvatište, im. s.  mjesto za hvatanje
hvoja, im. ž.  v. izdanak
Hz, oznaka za herc
i, im. s.  trinaesto slovo hrvatske abecede
i, im. m.  prednji visoki samoglasnik
i," vez. 1. a. povezuje riječi, označuje pridruživanje, dodavanje [ja ~ ti; pas ~ mačka] b. zatvara niz u kojemu se nabraja [ja, ti, on ~ ona] c. u ekspresivnome nabrajanju naglašuje svaku riječ u nizu [Nakupovala je ~ haljina, ~ cipela, ~ svakakvih stvari.]; sin. te; ant. ni, niti d. povezuje dvije iste riječi naglašujući njihovo značenje [On priča ~ priča, nikad kraja.]; sin. pa, te e. označuje zbrajanje [dva ~ tri] 2. u nezavisnosloženoj sastavnoj rečenici povezuje surečenice čije radnje mogu biti: a. istodobne [Učio je ~ pisao zadaću.]; sin. te b. u odnosu prijevremenost – poslijevremenost [Bila sam u školi ~ otišla kući.]; sin. pa, te c. neutralne s obzirom na vrijeme [Rado je plesao ~ znao je pjevati.]; sin. te d. u uzročno-posljedičnome odnosu [Pao je s bicikla ~ završio u bolnici.]; sin. pa, te 3. u nezavisnosloženoj sastavnoj rečenici povezuje surečenice s različitim subjektima [Došli su ~ mi smo ih lijepo primili.]; sin. a ◇ i dr. i drugo; i sl. i slično"
i," čest. 1. naglašuje pitanje kojemu je na početku, tj. njime izrečenu neizvjesnost ili nedoumicu [I što ćemo?; I kako ćemo dalje?] 2. označuje najmanju, najnepovoljniju mogućnost [Napravimo li ~ trećinu posla, možemo biti zadovoljni.]; sin. bar, barem, makar ◇ čak/baš ~ naglašuje uključivanje ili isključivanje drugih mogućnosti osim spomenutih [Ovo čak ~ nije loše.; Baš ~ nije ništa posebno.]"
I, pokrata za istok
ia, usk. oponaša glasanje magarca
iako," vez. uvodi stvarnu dopusnu surečenicu u zavisnosloženoj rečenici [Iako je umoran, doći će na sastanak.]; sin. ako... i v. pod  ako, bez obzira na to što v. pod  obzir, ( mada), makar, premda, unatoč tomu što v. pod  što, usprkos tomu što v. pod  što ◇ ~... ipak ima vezničku funkciju u zavisnosloženim stvarnim dopusnim rečenicama [Iako je umoran, ipak će doći na sastanak.]; sin. ako… i… ipak v. pod  ako, makar… ipak v. pod  makar, premda (i)… ipak v. pod  premda"
ičiji, neodr. zam.  označuje pripadanje barem jednomu nepoznatom posjedovatelju; ant. ničiji
ići," gl. nesvrš. neprijel.  1. kretati se pješice [~ ulicom]; sin. hodati, hoditi zast., pješačiti 2. razg. v. voziti se pod  voziti 3. primicati se određenu mjestu ili ga napuštati [~ u kino; ~ iz škole] 4. polaziti ili pohađati koje mjesto, ustanovu, školu [~ u školu; ~ na fakultet; ~ u crkvu] 5. razg. v. gibati se pod  gibati, kretati se pod  kretati 6. odgovarati jedno drugomu prema kakvim obilježjima [Crvena boja ide dobro s plavom.; Oni idu zajedno.]; sin. slagati se v. pod  slagati 7. započeti što raditi, poći kamo s kakvom namjerom [~ spavati; ~ ručati; ~ u lov; ~ u šetnju] 8. događati se od početne do završne točke [Čitanje ide sporo.] 9. zbivati se u vremenskome slijedu [Idu dani.; Vrijeme ide.]; sin. prolaziti 10. 〈3. l.〉 a. biti nadaren za kakvu djelatnost [Matematika mu ide loše.; Ide mu sport.] b. biti traženim [Ovaj kruh dobro ide.] c. biti u radnome stanju, biti ispravnim [Sat ide.] 11. protezati se kroz prostor [Staza ide kroz šumu.]; sin. prolaziti 12. nastojati što postići ili dobiti [~ za novcem; ~ za karijerom]"
ideal, im. m.  1. v. savršenstvo 2. savršen primjer ili apsolutni uzor
idealan," prid.  v. besprijekoran, savršen"
idealist," im. m.  osoba koja živi u svijetu ideja, koja se ne snalazi u stvarnosti; ant. realist"
idealistica," im. ž.  žena koja živi u svijetu ideja, koja se ne snalazi u stvarnosti; ant. realistica"
idealističin, prid.  koji pripada idealistici; sin. realističin
idealizirati, gl. dvov. prijel.  prikazati/prikazivati što u ljepšemu i boljemu ili savršenome obliku [~ život na selu]
ideja," im. ž.  1. misao, plan ili naum do kojega se dolazi razmišljanjem [dobra ~; Imam ideju!] 2. pojam o čemu [~ slobode] 3. osnovno načelo ili uvjerenje [kršćanska ~] ♦ doći na ideju smisliti što, zamisliti što"
identificirati," gl. dvov. neprijel.  utvrditi/utvrđivati čiji identitet • identificírati se 〈povr.〉 1. dokazati/dokazivati svoj identitet 2. v. poistovjetiti se pod  poistovjetiti, poistovjećivati se pod  poistovjećivati"
identifikacija, im. ž.  1. utvrđivanje identiteta [~ leša] 2. osjećaj istovjetnosti ili velike sličnosti s kim ili čim [~ s likom iz književnoga djela]; sin. poistovjećivanje
identitet, im. m.  ukupnost činjenica na osnovi kojih se jedna osoba razlikuje od druge [dokazati čiji ~]
ideologija," im. ž.  fil. sustav ideja, vjerovanja i nauka koji izražava određene vrijednosti u politici, znanosti, umjetnosti, religiji"
ideološki, prid.  koji se odnosi na ideologiju [~ rat]
idila," im. ž.  1. umj. pjesma, slika ili skladba koja opisuje ili dočarava ugođaj sklada i ljepote u prirodi 2. pren. sretan život u kojemu vlada sklad i razumijevanje [bračna ~]"
idiličan," prid.  koji je poput idile, u kojemu je kao u idili [~ život; ~ kraj filma]"
idilični, prid.  koji se odnosi na idilu [~ ep]
idiofonski, prid.  koji stvara zvuk titranjem cijeloga tijela
idiolekt, im. m.  jez. govor pojedinca
idiom, im. m.  1. jez. svako ostvarenje jezika i svaki jezični sustav [čakavski ~; nestandardni ~] 2. → frazem
idiomski, prid.  koji se odnosi na idiome
idiot," im. m.  1. med. osoba koja ima najteži stupanj psihičke zaostalosti 2. pogr. osoba smanjene inteligencije ili mogućnosti prosudbe; sin. debil, imbecil, kreten"
idiotija," im. ž.  med. najteži oblik psihičke zaostalosti, stečen ili prirođen u ranome djetinjstvu; sin. slaboumnost"
idiotkinja, im. ž.  1. med. žena koja ima najteži stupanj mentalne zaostalosti 2. pogr. žena smanjene inteligencije ili mogućnosti prosudbe
idiotski, prid.  koji se odnosi na idiote
idol," im. m.  1. predmet, kip ili slika koji se poistovjećuje s nekim koga se štuje i koji je za štovatelja svetinja 2. pren. osoba, ideja, stvar ili predmet prema kojima se iskazuje pretjerana ljubav i slijepa privrženost"
idolatrija, im. ž.  v. idolopoklonstvo
idolopoklonstvo," im. s.  1. obožavanje idola, štovanje slika ili kipova koji se smatraju božanstvima 2. pren. uzdizanje idola, osoba, ideja, stvari ili predmeta kojima se iskazuje pretjerana ljubav i slijepa privrženost; sin. (idolatrija)"
idući," prid.  1. koji dolazi, slijedi za čim [~ događaji]; sin. daljnji 2. koji je prvi na redu [~ mjesec]; sin. sljedeći"
igdje," pril. u barem kojemu, na barem kojemu neodređenom mjestu, gdje bilo"
igla," im. ž.  1. tanka mala kovinska šipka s oštrim vrhom na jednome, a malom rupom na drugome kraju u koju se uvlači konac [šivaća ~; postolarska ~] 2. tanka manja šipka s oštrim vrhom, različitih oblika, veličina i namjena [igle za pletenje; gramofonska ~; pletaća ~; ukrasna ~ za kosu] ♦ kao na iglama 1. jako nestrpljiv, nemiran 2. jako nestrpljivo, nemirno; tražiti iglu u plastu (stogu) sijena raditi uzaludan posao, tražiti što nemoguće"
iglica, im. ž.  1. um. mala igla 2. bot. a. list crnogoričnoga drveta [borove iglice] b. biljka u obliku polugrma ili grma s peteročlanim cvjetovima nalik na ptičji kljun i s produženim tučkom c. v. bodljika 3. zool. a. morska koštunjača uska tijela i izdužene čeljusti b. v. bodljika
igličast, prid.  1. koji je nalik na iglicu [~ list] 2. koji sadržava iglice [~ kristal]
iglu," im. m.  grad. tradicionalna eskimska nastamba koja ima oblik kupole, izgrađena od ledenih blokova"
igra," im. ž.  1. aktivnost u kojoj se vrijeme provodi u zabavi [dječja ~] 2. sportsko natjecanje ili utakmica [~ šaha; sportske igre] 3. sp. dio teniskoga susreta koji natjecatelj osvaja ako postigne najmanje četiri boda pri čemu razlika mora iznositi najmanje dva boda; sin. gem ◇ odlučujuća ~ trinaesta igra kojom se nakon stanja 6 : 6 u gemovima odlučuje pobjednik seta; Olimpijske igre međunarodno sportsko natjecanje koje se održava svake četvrte godine u drugome gradu nastavljajući tako tradiciju atletskih natjecanja koja su se u čast boga Zeusa održavala na Olimpiji u staroj Grčkoj [ljetne Olimpijske igre; zimske Olimpijske igre]; sin. olimpijada 4. dramska, scenska ili glazbena izvedba [igra mladih glumaca] 5. pren. unaprijed smišljena radnja s određenom svrhom [prljava igra] ♦ biti u igri aktivno sudjelovati u čemu, biti sudionik čega; ~ mačke i miša neravnopravna borba, poigravanje sa slabijim protivnikom; igrom slučaja slučajno, neočekivano; ispasti iz igre prestati sudjelovati u čemu, biti izbačen iz kombinacije; izbaciti koga iz igre ukloniti koga s vodećega položaja (mjesta); onemogućiti (spriječiti) koga u radu (odlučivanju); namjestiti komu igru podvaliti komu, prevariti koga"
igrač," im. m.  osoba koja što igra ili sudjeluje u kakvoj igri, sudionik igre ◇ vezni ~ sp. igrač zadužen za povezivanje obrane i napada"
igračica," im. ž.  žena koja što igra ili sudjeluje u kakvoj igri, sudionica igre"
igračičin, prid.  koji pripada igračici
igračka," im. ž.  predmet namijenjen igri, ono čime se igra [dječja ~; drvena ~] ♦ biti ~ u čijim rukama pokoravati se tuđoj volji, biti poslušan u svemu, biti u čijoj vlasti"
igračnica, im. ž.  prostorija predviđena za igre na sreću; sin. (kasino)
igraći, prid.  koji služi za igru [igraće karte; ~ stol]
igralište," im. s.  1. otvoreni prostor za sportsku igru [nogometno ~; rukometno ~]; sin. (teren) 2. otvoreni prostor za dječju igru s toboganom, ljuljačkama i sl. [dječje ~]"
igrani, prid.  koji se igra ili glumi [~ film]
igranje," im. s.  1. sudjelovanje u igri, provođenje vremena u igri 2. tumačenje uloge u kazališnome komadu, na filmu ili televiziji 3. pren. lakomisleno izvrgavanje opasnosti; sin. kockanje"
